Market On South,1/22/2017,"Had a great vegan meal!  The fried green tomato sandwich was definitely my favorite but the orange bird and California jackfruit were also very good! Love the ""cheesy"" potatoes made with in house 100% vegan cheese. I could literally eat those all day.

We didn't stop there... we heard so much about their dessert, we had to try our own. I do not regret it one bit :) we had the s'mores bar which was my favorite. The two others were ok (some cookie sandwich and the chocolate coconut something...). Will be going back :)",5,,,,Jennifer H.,osOAqMKkT0vmlM_GK9P1Ww,"7873045e-a769-3733-aa1e-e776e037389d.jpg,da940f55-a829-3f70-b18d-ad9cd2f42759.jpg"
Market On South,12/16/2016,"I am digging Valhalla Bakery.  Before I say anything else--don't try a little dessert before your meal comes. I meant to just taste but scarfed that Nanaimo bar down (mint) before my sandwich came. It was delicious and unlike the yoyo cookies at publix (don't judge), didn't make me feel at all unhealthy.

I love love love the market on South Street. I had to go to a little trouble to find it - - it's not any place I normally travel, but I will travel there again and again and again. The Florida fried green tomato sandwich was excellent, really unbelievably good with a number of surprising details. This thing is made from scratch and it's made with love--no kidding.  It was the best sandwich I've had anywhere in awhile but blew both infusion and dandelion cafe out of the water for taste.

The brussels sprouts were perhaps the best I've ever had. (I know--I'm raving about sprouts.  Believe me I'm as surprised as you are.)

Cute place. Fabulous food. I'll be dreaming about that fried green tomato sandwich until I return to Dixie Dharma/Valhalla Bakery.",5,4,,,Jill C. J.,7tzxpyQuUch8i1TzjuewcQ,
Market On South,3/2/2017,"If you want to get quality vegan food in Orlando, go to Market on South! You won't be disappointed!! And get also some vegan Donuts! They are delicious!",5,,,,Melike K.,h0MzHdNdL_-wLNJwFdKqYQ,"45733682-a4ef-3022-9eed-120f28ee7da5.jpg,07d16f66-db88-3886-b0f5-1ddfec314b31.jpg,434759a0-82c0-38b4-a386-53756cdf000e.jpg,402d76c3-9a3f-3b04-bb31-1affc8146d9b.jpg,b1422777-7cd5-3196-bf9a-46a6f531844d.jpg"
Market On South,3/2/2017,"Such a awesome place, foods are delicious, worth trying it, dessert section is like a heaven :) but seriously bakery is one of a kind, similar food but different taste with healthy ingredients. Food section is the best part! Go there and eat healthy food.",5,,,,Iboo Y.,N_nKNcNem1a_fDlca083FA,
Market On South,9/18/2016,"Delicious even if you're not a vegan!  Even more so if you are indeed a vegan.

Order at the Counter, they are super friendly.  Loved the iced tea with a splash of lemonade.  Collards are salty, spicy and savory.  

DIL and I both love the Orangebird: The spring-time version of our famous sloppy joe! Caramelized onions, Florida orange BBQ & creamy housemade slaw on a toasted potato bun and spread with roasted garlic for $11.

Son is especially enamored by the TLT:  Heirloom tomatoes, arugula, smoked tempeh bacon & lemon mayo on Texas toast for $10.

All of us enjoyed sharing a couple of their famous doughnuts...my favorite being the Biscoff one.",4,4,1,3,Lori R.,fM_UsuFAYu2TVUqJiYAKsg,"9626876b-d47e-39d5-bfef-6b38ef5240ef.jpg,67219ef6-1541-30be-96ab-9cb47810404a.jpg,d7efe27e-278a-3339-8762-fb0d7acbcd3e.jpg,81e8f0fe-0857-342d-b3b8-3a67b754182c.jpg,879ed3d0-10d8-31de-aa54-d583960bec09.jpg"
Market On South,9/7/2016,"So I visited Orlando for some days and I was Capitan Hooked to this place! I know your wondering how was this guy Capitan Hooked to this place but his fifth star is in Never Ever land. Well I'll come of fly and tell you the reason. The desserts beside the donuts...where Peter Plain. I know they are vegan desserts and don't have the manufactured Tinkered extra Bell stuff that we are used to but it still left something to be desired. Alright enough of the Peter pan references..lol. Overall I really liked this place because of the donuts. The donuts tasted so amazing!  I like their concept of how they have different donuts everyday and post it on their Instagram.  The Green Tea Chocolate donut was unbelievable good.

This place screams hipster which I like...lol. they also have other products for sale from other vendor close to them, which is amazing. The seating area is very comfortable and the paintings on the wall on relaxing. They also have sandwiches that I didn't try but I heard they were amazing. So if you are in the neighborhood please try this out.",4,4,,1,Ifeanyi K.,v-qW6cEpIC6oWuSocY000A,"a0eea55d-9909-371b-aba9-d24f8a0143c8.jpg,62f73ee4-74c6-3629-a3d0-e5ef7c1b9ab4.jpg,8c458253-18e6-36ed-9b96-612a7515fe93.jpg,901dae02-829c-362c-adfc-c702d6f789f5.jpg"
Market On South,11/20/2016,"What a GEM!

My vegan friend took me here on a Sunday around 4pm and I was blown away by everything but especially the food.

The atmosphere is laid back and hipstery. There are art prints, jewelry, candles, terrariums and more for purchase scattered inside made by local artists. They have a cute little garden growing in the front of the restaurant and picnic benches to sit on as well.

When you enter you'll be immediately greeted by a display case of the most delectable and appetizing desserts you've seen. (PLUS they DON'T have to be kept refrigerated if you want to take some to go since they don't use eggs or milk )

We order the Fried Green Tomato and the Orange Bird with sides of Baked Mac n Cheese and Cheesy Homies. I'm salivating just thinking of this meal. If you didn't tell me the Orange Bird wasn't chicken, I never would have guessed. The texture was spot on the the flavours were delicious. The fried green tomato slices were thick and tasty and the bread was toasted to absolute perfection in all its (vegan) buttery goodness. I would order this again!

We had the Oreo Death Bar for dessert and fell in love at first bite. Since our visit I've had the pleasure of sampling some of their doughnuts and I believe they have the best in town!!

Can't wait to go back for more!",5,4,1,1,Christina M.,wgqlFsng4Zkpic4KbM6C5w,
Market On South,8/21/2016,"I'll be honest...the desserts are what caught my eye. Instagram posts of Valhalla's donuts are eye candy and were calling my name. But when I saw the food menu I was excited to find a place that served BBQ jackfruit!

My mom and I went yesterday for lunch. The inside is small and quaint. You order at the counter and then pick a spot. Don't over look their brunch menu! I almost didn't see it because it was in a frame on the bar.

I got the Carolina BBQ jackfruit sandwich with a side of mac'n'cheese. My mom initially ordered the Orangebird but then we saw the brunch menu. The staff was very accommodating, switched my mom's order and didn't charge us the difference to upgrade! How often do you find that these days?!

I enjoyed my sandwich. I wasn't sure what to expect but I definitely felt better after eating it than I do BBQ pork. It had a slightly sour taste which I assumed was the Carolina twist. The mac was good too.

Then I got dessert. Vegan dessert. I couldn't choose one so I figured go big or go home. I got three bars: the Heath peanut butter Oreo, the smores, and the apple strudel. All of them are over the moon good. Butter? Who needs it! Eggs? Overrated! Milk? Step aside! You wouldn't ever know that those things were missing. The donuts were all gone (no surprise) but I wasn't disappointed in what I got. I will definitely go back!",4,4,1,1,Hannah M.,2PPB62zI3PXw3lwd_C4nuw,"620085eb-f336-36b5-9747-b77349d8c63f.jpg,f7225ad8-d282-309e-88b3-2ce172335238.jpg"
Market On South,"7/12/2016
Updated review","Vegan food never tasted so good!

The BBQ pulled jackfruit sandwich was amazing. The jackfruit ""meat"" could fool even the most dedicated carnivore. It was a meat party in my mouth and everyone was invited!

The donuts were incredible. Deliciously moist, it didn't taste like your standard vegan sweets. This place is special. There's a reason there is always a literal line out the door.

If you're new to vegan food, don't fret! The staff is willing to patiently answer all of your questions and welcome you with open arms to our freakish compassionate cult.

I mean come on, with Market on South there's no reason NOT to be eating vegan.

My favorite veg spot in Orlando, by far!

Only downside is the price. For a sandwich shop/bakery the prices are pretty high. Three of us come out to over 45 dollars. Favorite place to eat but can only come once in a while.",4,3,3,2,Christopher W.,B6eFobMzYncks28Q-9-G8g,8205bf10-82ea-3633-92f3-4be5f035ee57.jpg
Market On South,1/11/2017,"Hands down the best vegan/Veg grub spot in town.
Probably the best I've had anywhere I've traveled. Love the local feel, great food, cheerful staff and local brews.

No better option in orlando. Period.",5,2,,3,Zack N.,QctHu6YuJoTtWIB1lkG5lw,
Market On South,1/13/2017,Very quaint small cute vegan restaurant. And bakery. Delightful atmosphere. I had the fried green tomato and cheesy homey's and my granddaughter had the heirloom TLT with baked mac & cheese. Awesome.,5,2,,1,Pennie B.,6dNCjxJD_yhhe-NpeiSdwg,5fbbc480-7c9b-3ca5-ac38-a851da370553.jpg
Market On South,5/15/2016,"Too much deliciousness under one roof.

Between Valhalla Bakery and Dixie Dharma they can handle your sweet and savory cravings.

This is the place where all the hipsters of Orlando congregate.

Loved the beautiful garden outside and the bike rentals out front.

Exceptional service and scrumptious food. Who could ask for anything more?",5,7,4,6,Latoya R.,_pMzR6yoPbU98t-NH8TZ3w,9fda039f-f625-31a8-a302-7379591a6754.jpg
Market On South,8/4/2016,"Five stars all the way!

The creativity of the food and it's wonderful flavor was fantastic!  I also loved their vegan bakery items.  Everything on the menu and in the bakery case was drool-worthy.  

I had the barbecue Jack fruit sandwich without the fried onions and a side of coleslaw. I will definitely be going back.",5,1,,1,Linda O.,4yI61F8Wghwlzq_Y-rAbzA,"b2413159-02d9-39d3-9ac7-4dd08c12df54.jpg,e15b0c41-2609-36b6-8b21-39b67049a8c1.jpg"
Market On South,2/25/2017,Healthier alternative compared to Ethos. You can tell with the first bite. Wish there were more options on the menu and a little more space to dine in. But overall it is a very nice venue. My favorite is the cheesy potatoes and they have funky bhudda beer! No a huge fan of jackfruit but the way they've prepared the tacos changed my mind a little. The staff seemed to be surrounded by friends who were visiting so there wasn't much customer engagement with anyone else. I'll shall return!,4,,,,Blame T.,Ob3H9EaSvuPUhVvrXUto5g,
Market On South,"1/19/2017
Updated review","Wow.

Location is easy to spot off of South St and is relatively easy to pull in to. Ample parking on either side of the building.

When you walk in you are immediately overtaken by the smell of baked goods. Inside there is a decent amount of seating but I can see this place filling up fast around lunchtime. I'd recommend being there around 11:30 am for lunchtime to beat the rush.

The entire time you're looking at the menu, you're haunted by the baked goods in the glass to your right. The clerks are in a relatively nice mood and are very accommodating. The food is all vegan but don't be strayed by that, order anything and you'll forget there's no meat. Everything here is pretty tasty and there's not a ton of options, but you'll find something to enjoy.",5,1,,,David B.,-18pajkRXxh4cW3GC81aUQ,
Market On South,2/21/2017,"The greens, the Heirloom T.N.T and their donuts gave me life. I urge you to come here, close your eyes and savor everything slowly. There are too many wonderful flavor opportunities in every crumb. I'm in love with this place, you can feel the love in the cooking, thank you for making WONDERFUL, INSPIRING, DELICIOUS food.",5,,,,Eduardo P.,f4SAY0uIH7_p0Jz_xoX4yw,
Market On South,4/20/2016,"After seeing this place had 5 stars and reading some of the great reviews; I decided I needed to try Market On The South. I'm sooooo glad this place lives up to its hype!

 When you first arrive to this place you notice how cute this house turn eatery is; with its front garden and bikes to rent. I came at night and it is beautiful! It is very small but so cozy. The guy that took our order was super polite. After placing our order we got water and looked at the natural products they sell.

  They also had baked goods but we passed on those. We say down and the food arrived. I ordered Fried Green Tomato sandwich and Mac & cheese. Let me tell you the Mac& cheese was so delicious! The sandwhich was so gooooood! I shared with my sister; she got the California Pulled BBQ Jackfruit sandwich and cheese homes. The cheese homes was probably my favorite thing and the sandwich was amazing!

 The prices for the food is on the higher side for what it is but that is probably because of it's great ingredients and it is worth it! The bake goods are pricey and I haven't tried them but I would like to try something.

   I will definitely be back; I was so happy with the whole experience. This place is awesome, whether you're vegan or not.",5,8,2,8,Jessenia J.,Esz-8Ss9BsMbrtvJ2WsG5w,"45f3dd82-5a64-34d2-97e3-3dae7662dc9f.jpg,d2bf49c6-a0e6-3053-883b-2c179fcae3ac.jpg,6f1c4180-b55b-32cf-abbc-593c8aaf9fa8.jpg,075289bd-7344-37ae-a5dd-eb9659a4746a.jpg,0950f25d-be2d-3484-a09c-b9c3c6463040.jpg,1fa8d420-4c6d-3f5d-b3f8-df06b8471be6.jpg,0acb8663-a759-3aaf-bce2-7a52eaf58788.jpg,3106f2c2-ac54-3ff3-b146-e8e5a8ddef76.jpg,ab8e16ac-f79b-35b4-adaf-24682a15db68.jpg"
Market On South,11/10/2016,"I""m not a vegan/vegetarian, so I should preface with that. However, I do still really appreciate this place.

It's mainly a restaurant, but they do offer some desserts and small canned goods from some local vendors. The menu is obviously vegetarian, but they have done a good job selecting a wide variety of options to please everyone.

The bakery is really good, so make sure to save some room.

Cool atmosphere, small patio out front, local and fresh. Definitely worth a visit.",3,,,,Todd S.,vRQ_vGBlOupDjr7JmV-a7g,
Market On South,1/10/2017,"Can I give this place 10 stars?? This restaurant is a big reminder for vegans (and an eye opener for non vegans) what a vegan world COULD be. From the garden outside to it's ample selection of breakfast and dinner and drinks and dessert, it's a paradise!! All 100% cruelty free. I came here on a suggestion from a friend, and will always appreciate it! Was so great. Anytime I'm in Orlando I will definitely visit again!",5,1,,,Oyuky M.,BT8G13y7mbS1ZI-wZiXG-g,94eda20e-bf21-32fc-82c4-c2d6f6353d4e.jpg
Market On South,7/13/2016,"The vegan BBQ is amazing, my husband who isn't vegan/vegetarian even loves the pulled jackfruit. Skip the mildly flavored potato salad and opt for the charred, delicious brussel sprouts.

If you are a fan of more traditional donuts perhaps Donut King, the vegan donuts here probably won't be your cup of tea. You can definitely tell they are vegan by how dense they are. The berry flavored glazed donut was almost a home run for me if they would have put actual berries/more flavor in the dough.

Love that they carry local wine and beer!  And they sell other local goodies including granola bars, soaps, candles, etc.",5,1,,,Julia H.,HsvO1YST2e_ARfDbTKr2YQ,2a3d92ef-380a-3bc1-9473-36e1c618bb55.jpg
Market On South,1/22/2017,"I really liked this restaurant. It is a vegetarian restaurant just in case y'all missed that. I don't think I realized it. I ordered the fruity pebble donut and the Carolina BBQ pulled jackfruit. There is also brunch that is a separate menu. I thought the sandwich was delicious. The BBQ jackfruit was perfect! The side was the tator salad which I thought was ok. It cost $12.50. I thought that was a little pricey BUT it is unique and it is delicious and it is vegetarian so I understand. Maybe I would have liked an option for a salad on the side. Some sides are $1 extra. As good came out, it all looked great! I can't wait to come back and try the tacos and other salads, those are a little cheaper. Besides that come give it a try!!",4,,,,Nicole P.,_rlPS2aXLiYhDbUtQlK3fw,c559a52a-3f8f-3c64-979f-0a443eeeaeb2.jpg
Market On South,3/28/2016,"I've been here on 2 separate occasions and I would totally come back again. Since I don't eat most animal proteins, this is a great place to dine at where I don't have to ask a zillion questions about ingredients since everything is vegan/vegetarian.

Desserts by Valhalla Bakery are rock solid as in GOOD. I have yet to enjoy the coveted doughnuts that sell out quickly. But I have had the Yolo (buttercream icing between 2 fresh baked cookies) and the smore. Both were out of this world deliciously sweet. On my most recent visit, I had lunch with a friend who does eat meat. Dixie Dharma is in charge of the savory lunch items. My friend had the Orangebird which is their plant based version of a Sloppy Joe.  She commented on how hearty it was for not being actual meat. I had the fried green tomato sandwich which is prepared on toasted sandwich bread and dressed with kale and chow chow. We both had a side of brussel sprouts which were amazing and so tender. But next time I'm itching to try their version of baked mac 'n cheese!  They also have a limited beer/wine menu here. I did have their iced coffee but nothing special.

The market is smaller than I expected. I was expecting something along the lines of East End Market's layout. Instead, you walk in and there is one counter where you order from meaning one line that can get very backed up. There is seating inside and a few tables outside for your convenience or you can get your food to go. They also have displays throughout the market of locally made products for purchase so it's nice to browse after you've had a meal here.

I love the laid back environment and how open folks are to trying a plant based menu. I hope the popularity continues and more businesses like this open up. Based on the crowds, there is a definite demand for the area.",5,9,3,10,Cecille R.,ZERpGXwdvHjWApWRcVofSQ,"c8a76352-11d5-32fe-8bac-9fe8b9ace204.jpg,c4e701dc-12d1-31eb-a468-e6407f132121.jpg,856cf13c-6314-32a8-b21a-d389fb9dbf4e.jpg,ae877788-9d97-3ecc-8cae-b87a9e4eca04.jpg,15ac7a43-5509-3dea-881a-78f736b9c4db.jpg,cfe6e0a8-5e83-3cd8-8be7-186bc8ac5861.jpg,098435f8-6b84-35a9-bc07-fd6cc54c5ec7.jpg,bb31f104-731e-320e-a05e-152d09c1c78e.jpg,191ca37c-4279-386c-b01d-48efa618937a.jpg,0c7c659a-2f69-35d6-8952-a82285c83838.jpg,17a886ea-9451-3c3b-91c2-d4597a3d2fe7.jpg"
Market On South,2/19/2017,"Although I'm not vegan wanted to give this place a try. I had a spinach salad, added the tempeh bacon which was actually pretty tasty and the naan bread was toasted perfectly. Also Noticed a nice selection of ipas and they're open late which is nice. Definitely coming back for brunch next time.",5,,,,Gigi C.,f26F4HFz1_PMiKmPG6hEhw,
Market On South,3/24/2016,"Local, friendly staff, good food...what's not to love about this place?  From the awesome small shop selections to the case filled with pastries, this is a must for locals and tourists alike.

Valhalla bakery offers up donuts, cookies, pretzels, cinnamon rolls and more! They make them fresh each day so once it's gone, it's gone for that day.

Dixie Dharma is a vegetarian / vegan friendly eatery that takes a whole new twist on barbecue by replacing the meat with fruit!

Take a peek around every inch of the nine seating space and you'll find local goods like candles, art, adorable potted plants, soaps, knitted items and so much more. It's amazing all the things in here!

Overall: A
Shop small, shop local. This place makes it easy to do both and love it!",5,11,8,10,Stacy F.,gqL5KBs2oS7qobnyd99iKg,"9505893f-f02c-3160-876f-fd689e1f8edc.jpg,e3d2600c-763c-333c-bffd-0f4299a95081.jpg,5389fae2-ace7-3dcd-9d5c-45648a401ad9.jpg,8fe5caf6-c9a0-3de2-bbd7-02e77b2f4fe3.jpg,147bd95a-2439-31dc-bfec-8389dc5e7636.jpg,3a683c81-44e6-32d4-be93-819155037d37.jpg,06e817d7-8eb2-3b90-83f5-af60e27478b8.jpg,c0cf1b23-db7a-3a45-af20-3ce0d92ea830.jpg,f602837d-4e75-357e-84a5-aa9bc6d4207b.jpg"
Market On South,2/10/2017,Tried the BBQ pulled jackfruit with a side of potato salad and they were both sooooo good. Definitely coming back. I want to try the donuts! Cute place and friendly staff. AND THEY'RE VEGAN.,5,1,,,Megan H.,Yy5jCowBsn8C33VohIx8kw,
Market On South,3/9/2016,"I need to preface this by saying I am a carnivore and vegan food scares the crap out of me. I don't know why, but if you slap the Vegan label on something, it immediately freaks me out!

My boyfriend took me here for my birthday dinner, which had I known where we're going ahead of time, I would've made other suggestions. However, I'm glad it was a surprise and I am so glad we are here.

He had the TLT (tempeh, lettuce, tomato) with brussel sprouts and it was amazing. The sandwich was delicious and the sprouts were cooked perfectly.

I had the sloppy joe, which was made from ""vegetable protein,"" and it was amazing. I have no idea what the heck I ate, but it was meaty, the sauce was perfect, and it was so big I had to use a fork to eat it. I had the Mac n cheese as my side and had I remembered that vegans don't eat cheese and I was eating fake stuff, I wouldn't have gotten it. Again, my preconceived notions were blown away as the Mac n cheese was incredible! Cheesy and garlicky and very yummy.

I like that they serve locally crafted beer from around the state and my bf was THRILLED that they served Mexican Coke. His eyes lit up like the 4th of July when he found this out - apparently it's a lot different than US Coke.

Overall it was a great meal and a pleasant surprise. We can't wait to go back and explore more of the menu!

The staff were all super nice and friendly and made great recommendations. The atmosphere was cute and comfortable. The outside deck is nice and we would've sat out there had there been open seats.",5,7,4,3,Lani G.,c56oZZbK3bt8vFA8lz4wfQ,"367930a5-fb3d-3102-ab75-cef18b9d3ba9.jpg,d32aeb31-fd49-3518-a880-cdec88146970.jpg"
Market On South,2/20/2017,"Delicious vegetarian food, friendly service, great atmosphere. Check out the artwork for sale. Enjoy some good food and drink, and don't forget to try one of the scrumptious deserts.",5,,,,Dave T.,-7DRAoGb-o5YX1-5s3N-WA,
Market On South,3/11/2016,"OMG I love it!  I feel so much healthier after pigging out here. I almost always get a desert to go so my stomach can return to feeling bloated later on.

I'm psyched they are open on Mondays now! Meatless Mondays were always a drag, but now I know there's always a quick and easy solution around the corner.

The down side is the menu is fairly pricey and I'm already sick of the choices. For this reason I limit my visits to about once a month.  Hopefully they'll get some new ideas soon. I can't wait to check out their trivia nights.

** EDIT** The Orangebird was recently added to menu",5,5,,,Frances F.,n0rd-neCLXXfCcfvbxd8og,"32f1ddde-da70-3c03-a861-964be156d722.jpg,cd39dfa1-6409-3147-9935-a2ce023415d2.jpg"
Market On South,12/16/2016,Definitely quality food and ingredients. Excellent place that I certainly wouldn't expect to find around here. I had the Orangebird and it was excellent. The consistency and flavor were amaZing. I also had the Brussel sprouts which were epic! I was traveling on business and found this place on Yelp. I would certainly come back here. This is an example of how to eat vegan and not lose any flavor. Great flavor!,4,1,,1,Jennifer V.,HjiLOxQMKnAsiQG4PWFLuA,"aa8bead4-8549-3b03-b1c1-6a349db0cf3e.jpg,bb5c12b9-7204-3a8a-bf88-01ad3c149c90.jpg,e83afd12-3841-3934-bac3-14b422ee2400.jpg,934b1512-b4af-343e-be25-7ee5beb97c87.jpg"
